DOB,Height,Name,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
9/21/1993,185,Ante Rebić,3/21/2019,Thu,UEFA Euro Qualifying,Group stage,Home,W 2–1,hr Croatia,az Azerbaijan,N,,22,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
9/21/1993,185,Ante Rebić,3/24/2019,Sun,UEFA Euro Qualifying,Group stage,Away,L 1–2,hr Croatia,hu Hungary,Y,AM,66,1,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
9/21/1993,185,Ante Rebić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/1993,185,Ante Rebić,9/6/2019,Fri,UEFA Euro Qualifying,Group stage,Away,W 4–0,hr Croatia,sk Slovakia,Y,AM,69,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,,,Match Report
9/21/1993,185,Ante Rebić,9/9/2019,Mon,UEFA Euro Qualifying,Group stage,Away,D 1–1,hr Croatia,az Azerbaijan,Y,AM,85,0,0,0,0,3,2,0,0,,,0,,,,,,,,,,,,,,,Match Report
9/21/1993,185,Ante Rebić,10/10/2019,Thu,UEFA Euro Qualifying,Group stage,Home,W 3–0,hr Croatia,hu Hungary,Y,FW,90,0,1,0,0,2,0,0,0,,,1,,,,,,,,,,,,,,,Match Report
9/21/1993,185,Ante Rebić,10/13/2019,Sun,UEFA Euro Qualifying,Group stage,Away,D 1–1,hr Croatia,wls Wales,N,,27,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
9/21/1993,185,Ante Rebić,11/16/2019,Sat,UEFA Euro Qualifying,Group stage,Home,W 3–1,hr Croatia,sk Slovakia,Y,AM,53,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,Match Report
9/21/1993,185,Ante Rebić,11/19/2019,Tue,Friendlies (M),Friendlies (M),Home,W 2–1,hr Croatia,ge Georgia,Y,,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
9/21/1993,185,Ante Rebić,9/5/2020,Sat,UEFA Nations League,League A,Away,L 1–4,hr Croatia,pt Portugal,Y,AM,90,0,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
9/21/1993,185,Ante Rebić,9/8/2020,Tue,UEFA Nations League,League A,Away,L 2–4,hr Croatia,fr France,Y,FW,45,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,Match Report
9/21/1993,185,Ante Rebić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/21/1993,185,Ante Rebić,6/1/2021,Tue,Friendlies (M),Friendlies (M),Home,D 1–1,hr Croatia,am Armenia,N,,45,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,Match Report
9/21/1993,185,Ante Rebić,6/6/2021,Sun,Friendlies (M),Friendlies (M),Away,L 0–1,hr Croatia,be Belgium,Y,FW,61,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
9/21/1993,185,Ante Rebić,6/13/2021,Sun,UEFA Euro,Group stage,Neutral,L 0–1,hr Croatia,eng England,Y,FW,77,0,0,0,0,3,1,0,0,21,1,0,0,0.2,0.2,0,0,0,6,13,46.2,2,7,0,0,0,Match Report
9/21/1993,185,Ante Rebić,6/18/2021,Fri,UEFA Euro,Group stage,Neutral,D 1–1,hr Croatia,cz Czechia,Y,FW,45,0,0,0,0,1,0,0,0,9,0,0,1,0.4,0.4,0,1,0,2,5,40,0,4,1,0,0,Match Report
9/21/1993,185,Ante Rebić,6/22/2021,Tue,UEFA Euro,Group stage,Neutral,W 3–1,hr Croatia,sct Scotland,N,RM,10,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,3,7,42.9,0,6,1,1,0,Match Report
9/21/1993,185,Ante Rebić,6/28/2021,Mon,UEFA Euro,Round of 16,Neutral,L 3–5,hr Croatia,es Spain,Y,LW,66,0,0,0,0,1,1,0,0,30,3,1,2,0,0,0,0,0,10,17,58.8,0,19,1,3,0,Match Report
